Authors,Authors_link,Title,Title_link,Date
"Wimpenny, K.",https://pureportal.coventry.ac.uk/en/persons/katherine-wimpenny,Practising cultural sensitivity in virtual spaces: Virtual International Cultural Diversity Festival,https://pureportal.coventry.ac.uk/en/publications/practising-cultural-sensitivity-in-virtual-spaces-virtual-interna,17 Sept 2021
"Ocean, J., Usak, M., Ersozlu, Z., Karakus, M.",https://pureportal.coventry.ac.uk/en/persons/mehmet-karakus,"Self-efficacy, affective well-being, and intent-to-leave by science and mathematics teachers: A structural equation model",https://pureportal.coventry.ac.uk/en/publications/self-efficacy-affective-well-being-and-intent-to-leave-by-science,1 Apr 2021
"Usak, M., ersozlu, A., Karakus, M., Yucel, S.",https://pureportal.coventry.ac.uk/en/persons/mehmet-karakus,"Spirituality and Well-Being of Children, Adolescent, and Adult Students: A Scientific Mapping of the Literature",https://pureportal.coventry.ac.uk/en/publications/spirituality-and-well-being-of-children-adolescent-and-adult-stud,Dec 2021
"Nesi, H., Alsop, S.","https://pureportal.coventry.ac.uk/en/persons/hilary-nesi,  https://pureportal.coventry.ac.uk/en/persons/sian-alsop",Stories and scenarios: lecturers’ use of fantastic hypothetical events,https://pureportal.coventry.ac.uk/en/publications/stories-and-scenarios-lecturers-use-of-fantastic-hypothetical-eve,Sept 2021
"Liu, D., Harrison, P., DeWinter, A., Wimpenny, K.","https://pureportal.coventry.ac.uk/en/persons/katherine-wimpenny,  https://pureportal.coventry.ac.uk/en/persons/alun-dewinter,  https://pureportal.coventry.ac.uk/en/persons/peter-harrison",Students’ perceptions and experiences of teaching and learning in transnational higher education in China: implications of the intercultural dialogue framework,https://pureportal.coventry.ac.uk/en/publications/students-perceptions-and-experiences-of-teaching-and-learning-in-,17 Mar 2021
"Hodds, M.",https://pureportal.coventry.ac.uk/en/persons/mark-hodds,The early impact of the Covid-19 pandemic on mathematical competencies on entry into a UK university,https://pureportal.coventry.ac.uk/en/publications/the-early-impact-of-the-covid-19-pandemic-on-mathematical-compete,1 Dec 2021
"Courtney, M., Karakus, M.",https://pureportal.coventry.ac.uk/en/persons/mehmet-karakus,The Factors Predicting the Achievement of the Immigrant Students: A Multilevel Analysis of PISA 2018,https://pureportal.coventry.ac.uk/en/publications/the-factors-predicting-the-achievement-of-the-immigrant-students-,12 Apr 2021
"Morini, L.",https://pureportal.coventry.ac.uk/en/persons/luca-morini,The Promise of Higher Education,https://pureportal.coventry.ac.uk/en/publications/the-promise-of-higher-education,Dec 2021
"Carroll, J., Enderby, J., Breadmore, H.","https://pureportal.coventry.ac.uk/en/persons/jodie-enderby,  https://pureportal.coventry.ac.uk/en/persons/julia-carroll","The roles of morphology, phonology and prosody in reading and spelling multisyllabic words",https://pureportal.coventry.ac.uk/en/publications/the-roles-of-morphology-phonology-and-prosody-in-reading-and-spel,Jul 2021
"Mohamad, F. S., Morini, L., Minoi, J-L., Masters, A., Mahon, D., Arnab, S.","https://pureportal.coventry.ac.uk/en/persons/sylvester-arnab,  https://pureportal.coventry.ac.uk/en/persons/alex-masters,  https://pureportal.coventry.ac.uk/en/persons/luca-morini","Towards the mapping of learning, playful, and frugal aspects for developing 21st century competencies and resilience",https://pureportal.coventry.ac.uk/en/publications/towards-the-mapping-of-learning-playful-and-frugal-aspects-for-de,24 Sept 2021
"Crawford, M., Outhwaite, D.",https://pureportal.coventry.ac.uk/en/persons/megan-crawford,Unlocking creative leadership in the primary school,https://pureportal.coventry.ac.uk/en/publications/unlocking-creative-leadership-in-the-primary-school,11 Oct 2021
"King, V., Alsop, S., Xu, X., Giaimo, G.",https://pureportal.coventry.ac.uk/en/persons/sian-alsop,Uses of corpus linguistics in education research: An adjustable lens,https://pureportal.coventry.ac.uk/en/publications/uses-of-corpus-linguistics-in-education-research-an-adjustable-le,2021
"Angelov, D.",https://pureportal.coventry.ac.uk/en/persons/dimitar-angelov,Using narrative conventions to analyse travel stories,https://pureportal.coventry.ac.uk/en/publications/using-narrative-conventions-to-analyse-travel-stories,1 May 2021
"Jacobo, J.",https://pureportal.coventry.ac.uk/en/persons/jaya-jacobo,Where Her Breast Wasn't There: Transfemininity and the Philippine Modern,https://pureportal.coventry.ac.uk/en/publications/where-her-breast-wasnt-there-transfemininity-and-the-philippine-m,21 Jul 2021
"King, V., Clouder, L., Billot, J., Smith, J.",https://pureportal.coventry.ac.uk/en/persons/deanne-clouder,Who am I today? Academic staff being and becoming doctoral students,https://pureportal.coventry.ac.uk/en/publications/who-am-i-today-academic-staff-being-and-becoming-doctoral-student,27 May 2021
"Gilbert, H., Lawson, D., Hodds, M.","https://pureportal.coventry.ac.uk/en/persons/holly-jade-gilbert,  https://pureportal.coventry.ac.uk/en/persons/mark-hodds,  https://pureportal.coventry.ac.uk/en/persons/duncan-lawson",“Everyone seems to be agreeing at the minute that face-to-face is the way forward”: Practitioners’ perspectives on post-pandemic Mathematics and Statistics Support,https://pureportal.coventry.ac.uk/en/publications/everyone-seems-to-be-agreeing-at-the-minute-that-face-to-face-is-,1 Dec 2021
"Beelen, J., King, V., Wimpenny, K.",https://pureportal.coventry.ac.uk/en/persons/katherine-wimpenny,Academic development to support the internationalization of the curriculum (IoC): A qualitative research synthesis,https://pureportal.coventry.ac.uk/en/publications/academic-development-to-support-the-internationalization-of-the-c,2 Jul 2020
"Alsop, S., Priestley, J., Gardner, S.","https://pureportal.coventry.ac.uk/en/persons/sian-alsop,  https://pureportal.coventry.ac.uk/en/persons/sheena-gardner",A corpus-driven investigation of connections between the language of written feedback information and ethnic attainment disparity in UK higher education,https://pureportal.coventry.ac.uk/en/publications/a-corpus-driven-investigation-of-connections-between-the-language,6 Feb 2020
"Clouder, D., Neve, H., Wearn, A., Barradell, S.",https://pureportal.coventry.ac.uk/en/persons/deanne-clouder,A qualitative research synthesis exploring professional touch in healthcare practice using the threshold concept framework,https://pureportal.coventry.ac.uk/en/publications/a-qualitative-research-synthesis-exploring-professional-touch-in-,1 Aug 2020
"Affouneh, S., Tweissi, A., Wimpenny, K., Seddik, T., Almakari, A., Stefanelli, C., Abdel Naby, H.",https://pureportal.coventry.ac.uk/en/persons/katherine-wimpenny,Breaking boundaries and building bridges across knowledge-sharing communities: OpenMed,https://pureportal.coventry.ac.uk/en/publications/breaking-boundaries-and-building-bridges-across-knowledge-sharing,20 Feb 2020
"Tweissi, A., Maya, I., Wimpenny, K., Cachia, R., Aldaoud, M., Hiari, O., Villar-Onrubia, D., Eldeib, A.",https://pureportal.coventry.ac.uk/en/persons/katherine-wimpenny,Cultural diversity in the adoption of open education in the Mediterranean basin: collectivist values and power distance in the universities of the Middle East,https://pureportal.coventry.ac.uk/en/publications/cultural-diversity-in-the-adoption-of-open-education-in-the-medit,2020
"Kamibeppu, T., Dang, Q. A.",https://pureportal.coventry.ac.uk/en/persons/que-anh-dang,"Curbing university autonomy and academic freedom in the name of quality assurance, accountability and internationalisation in East Asia",https://pureportal.coventry.ac.uk/en/publications/curbing-university-autonomy-and-academic-freedom-in-the-name-of-q,Aug 2020
"Beelen, J., Sjoer, E., Wimpenny, K., Hindrix, K., King, V.",https://pureportal.coventry.ac.uk/en/persons/katherine-wimpenny,Decolonising academic selves through auto-ethnography,https://pureportal.coventry.ac.uk/en/publications/decolonising-academic-selves-through-auto-ethnography,3 Dec 2020
"Chen, Y. F., Adefila, A.",https://pureportal.coventry.ac.uk/en/persons/yung-fang-chen,Enhancing school safety through university engagement in DRR education,https://pureportal.coventry.ac.uk/en/publications/enhancing-school-safety-through-university-engagement-in-drr-educ,1 Apr 2020
"King, V., Clouder, L., Billot, J., Smith, J.",https://pureportal.coventry.ac.uk/en/persons/deanne-clouder,Friend or Foe: the complexities of being an academic and a doctoral student in the same institution,https://pureportal.coventry.ac.uk/en/publications/friend-or-foe-the-complexities-of-being-an-academic-and-a-doctora,1 Sept 2020
"Beelen, J., Hagenmeier, C., Jones, L., Wimpenny, K.",https://pureportal.coventry.ac.uk/en/persons/katherine-wimpenny,From COIL to curriculum transformation in South Africa: How can curriculum decolonization operate in the third space in Global South-North collaborations?,https://pureportal.coventry.ac.uk/en/publications/from-coil-to-curriculum-transformation-in-south-africa-how-can-cu,3 Dec 2020
"Orsini-Jones, M., Wimpenny, K.","https://pureportal.coventry.ac.uk/en/persons/katherine-wimpenny,  https://pureportal.coventry.ac.uk/en/persons/marina-orsini-jones",Innovation in Collaborative Online International Learning: A Holistic Blend,https://pureportal.coventry.ac.uk/en/publications/innovation-in-collaborative-online-international-learning-a-holis,20 Sept 2020
"King, V., Clouder, D., Billot, J., Smith, J.",https://pureportal.coventry.ac.uk/en/persons/deanne-clouder,Juggling competing activities: academic staff as doctoral candidates,https://pureportal.coventry.ac.uk/en/publications/juggling-competing-activities-academic-staff-as-doctoral-candidat,15 Apr 2020
"Tramontano, C., Losito, B., Palmerio, L., Nocentini, A., Menesini, E.",https://pureportal.coventry.ac.uk/en/persons/carlo-tramontano,"Mapping Community, Social, and Economic risks to investigate the association with school violence and bullying in Italy",https://pureportal.coventry.ac.uk/en/publications/mapping-community-social-and-economic-risks-to-investigate-the-as,Nov 2020
"Rojo, P., Cinotti, A., Clouder, D., Amador Fierros, G., Karakus, M., Ferreyra, M. V.","https://pureportal.coventry.ac.uk/en/persons/deanne-clouder,  https://pureportal.coventry.ac.uk/en/persons/mehmet-karakus",Neurodiversity in higher education: a narrative synthesis,https://pureportal.coventry.ac.uk/en/publications/neurodiversity-in-higher-education-a-narrative-synthesis,1 Oct 2020
"Carroll, J., Breadmore, H.",https://pureportal.coventry.ac.uk/en/persons/julia-carroll,"Protocol for a systematic review of measures of attainment in literacy, mathematics and science.",https://pureportal.coventry.ac.uk/en/publications/protocol-for-a-systematic-review-of-measures-of-attainment-in-lit,14 May 2020
"Bluteau, P., Adefila, A., Opie, J., Ball, S.",https://pureportal.coventry.ac.uk/en/persons/patricia-bluteau,Students’ engagement and learning experiences using virtual patient simulation in a computer supported collaborative learning environment,https://pureportal.coventry.ac.uk/en/publications/students-engagement-and-learning-experiences-using-virtual-patien,2 Jan 2020
"Morini, L.",https://pureportal.coventry.ac.uk/en/persons/luca-morini,The Anti-Ecological University,https://pureportal.coventry.ac.uk/en/publications/the-anti-ecological-university,Jul 2020
"Croft, T., Lawson, D., Grove, M.",https://pureportal.coventry.ac.uk/en/persons/duncan-lawson,The evolution of mathematics support: a literature review,https://pureportal.coventry.ac.uk/en/publications/the-evolution-of-mathematics-support-a-literature-review,16 Nov 2020
"Croft, T., Lawson, D., Grove, M.",https://pureportal.coventry.ac.uk/en/persons/duncan-lawson,The extent and uptake of mathematics support in higher education: results from the 2018 survey,https://pureportal.coventry.ac.uk/en/publications/the-extent-and-uptake-of-mathematics-support-in-higher-education-,30 May 2020
"Tramontano, C., Fida, R., Nocentini, A., Paciello, M., Menesini, E.",https://pureportal.coventry.ac.uk/en/persons/carlo-tramontano,The Role of Traditional and Online Moral Disengagement on Cyberbullying: Do Externalising Problems Make Any Difference?,https://pureportal.coventry.ac.uk/en/publications/the-role-of-traditional-and-online-moral-disengagement-on-cyberbu,1 Feb 2020
"Silva, M. R., Jacobo, J.",https://pureportal.coventry.ac.uk/en/persons/jaya-jacobo,Towards a Final Absolution: A South by South Approach to Trans Resistance from Brazil and the Philippines,https://pureportal.coventry.ac.uk/en/publications/towards-a-final-absolution-a-south-by-south-approach-to-trans-res,1 Dec 2020
"Morini, L.",https://pureportal.coventry.ac.uk/en/persons/luca-morini,"You Can Deny Seriousness, But You Can’t Deny Play’: Emergent Resistance to Purposive Games.",https://pureportal.coventry.ac.uk/en/publications/you-can-deny-seriousness-but-you-cant-deny-play-emergent-resistan,19 Nov 2020
"Clarke, S., Mohamad, F., Morini, L., Phoa, J., Beaufoy, J., Arnab, S., Lim, T., Minoi, J. L.","https://pureportal.coventry.ac.uk/en/persons/sylvester-arnab,  https://pureportal.coventry.ac.uk/en/persons/luca-morini,  https://pureportal.coventry.ac.uk/en/persons/samantha-clarke",A participatory co-creation model to drive community engagement in rural indigenous schools: A case study in Sarawak,https://pureportal.coventry.ac.uk/en/publications/a-participatory-co-creation-model-to-drive-community-engagement-i,1 Sept 2019
"Mohamad, F., Morini, L., Romero, M., Arnab, S., Smet, C. D., Minoi, J. L.","https://pureportal.coventry.ac.uk/en/persons/sylvester-arnab,  https://pureportal.coventry.ac.uk/en/persons/luca-morini",Assessment of co-creativity in the process of game design,https://pureportal.coventry.ac.uk/en/publications/assessment-of-co-creativity-in-the-process-of-game-design,1 Sept 2019
"Solomons, Z.",https://pureportal.coventry.ac.uk/en/persons/zaira-solomons,A Synthesis of the South African Educational Landscape and a Critical Analysis of Student Attainment.,https://pureportal.coventry.ac.uk/en/publications/a-synthesis-of-the-south-african-educational-landscape-and-a-crit,25 Mar 2019
"Clark, A. C., Ersozlu, A., Karakus, M.",https://pureportal.coventry.ac.uk/en/persons/mehmet-karakus,Augmented Reality Research in Education: A Bibliometric Study,https://pureportal.coventry.ac.uk/en/publications/augmented-reality-research-in-education-a-bibliometric-study,9 May 2019
"Carroll, J., Kirtland, G., Holliday, N.","https://pureportal.coventry.ac.uk/en/persons/nikki-holliday,  https://pureportal.coventry.ac.uk/en/persons/julia-carroll",Can the Benefits of Creative Methods Support the Inclusion of Children as part of Intergenerational Research Projects?,https://pureportal.coventry.ac.uk/en/publications/can-the-benefits-of-creative-methods-support-the-inclusion-of-chi,2 May 2019
"Adefila, A., DeWinter, A., Tawileh, W., Wimpenny, K., Trunk, N., Jaser, E.","https://pureportal.coventry.ac.uk/en/persons/katherine-wimpenny,  https://pureportal.coventry.ac.uk/en/persons/alun-dewinter",Capacity Building for Virtual Innovative Teaching and Learning in Jordan – Experiences of the JOVITAL project,https://pureportal.coventry.ac.uk/en/publications/capacity-building-for-virtual-innovative-teaching-and-learning-in,18 Jun 2019
"Woods, S., Wimpenny, K., Moriarty, J., Almeida-Harvey, I., Johnson, H., Bushell, K., Blake, P., Rivas, C., Fennessy, J., Norbury, D.",https://pureportal.coventry.ac.uk/en/persons/katherine-wimpenny,Carnival of invention,https://pureportal.coventry.ac.uk/en/publications/carnival-of-invention,1 May 2019
"Crawford, M., Watson, S.",https://pureportal.coventry.ac.uk/en/persons/megan-crawford,"Connecting Leadership, Professional Development and Affect",https://pureportal.coventry.ac.uk/en/publications/connecting-leadership-professional-development-and-affect,18 Feb 2019
"Carroll, J., Critten, S.",https://pureportal.coventry.ac.uk/en/persons/julia-carroll,Developmental Language Disorder: Cognition in Childhood,https://pureportal.coventry.ac.uk/en/publications/developmental-language-disorder-cognition-in-childhood,20 Dec 2019
"Charalampous, N., Tramontano, C., Grant, C.","https://pureportal.coventry.ac.uk/en/persons/christine-grant,  https://pureportal.coventry.ac.uk/en/persons/carlo-tramontano",Filling the Puzzle: Using E-Work Wellbeing scale (EWW) to determine links between remote e-working and cognitive weariness and psychosomatic conditions,https://pureportal.coventry.ac.uk/en/publications/filling-the-puzzle-using-e-work-wellbeing-scale-eww-to-determine-,1 Jun 2019
"Morini, L., Arnab, S., Mohamad, F. S., Minoi, J. L.","https://pureportal.coventry.ac.uk/en/persons/luca-morini,  https://pureportal.coventry.ac.uk/en/persons/sylvester-arnab",Game-based learning to teach higher order thinking in rural schools: Case studies in Sarawak Borneo,https://pureportal.coventry.ac.uk/en/publications/game-based-learning-to-teach-higher-order-thinking-in-rural-schoo,1 Jun 2019
"Wimpenny, K.",https://pureportal.coventry.ac.uk/en/persons/katherine-wimpenny,Global knowledge-exchange for widening participation in learning through Open Education Practices,https://pureportal.coventry.ac.uk/en/publications/global-knowledge-exchange-for-widening-participation-in-learning-,13 May 2019
"Eddy-Spicer, D., James, C., Bubb, S., Earley, P., Crawford, M.",https://pureportal.coventry.ac.uk/en/persons/megan-crawford,Headteacher performance management in England: Balancing internal and external accountability through performance leadership,https://pureportal.coventry.ac.uk/en/publications/headteacher-performance-management-in-england-balancing-internal-,1 Mar 2019
"Wilson, C., Gakhal, S.",https://pureportal.coventry.ac.uk/en/persons/sandeep-gakhal,"Is students' qualitative feedback changing, now it is online?",https://pureportal.coventry.ac.uk/en/publications/is-students-qualitative-feedback-changing-now-it-is-online,3 Apr 2019
"Cappy, G.",https://pureportal.coventry.ac.uk/en/persons/grace-cappy,Promoting Active Learning in Universities: Thematic Peer Group Report,https://pureportal.coventry.ac.uk/en/publications/promoting-active-learning-in-universities-thematic-peer-group-rep,25 Mar 2019
"Johnson, E.",https://pureportal.coventry.ac.uk/en/persons/emmanuel-johnson,Representation of Faith Using Social Media,https://pureportal.coventry.ac.uk/en/publications/representation-of-faith-using-social-media,23 May 2019
"Morini, L.",https://pureportal.coventry.ac.uk/en/persons/luca-morini,Research as a Game of Empire,https://pureportal.coventry.ac.uk/en/publications/research-as-a-game-of-empire,31 Oct 2019
"Barron, V., Wimpenny, K.",https://pureportal.coventry.ac.uk/en/persons/katherine-wimpenny,Socially committed practice: issues of authenticity in arts related research,https://pureportal.coventry.ac.uk/en/publications/socially-committed-practice-issues-of-authenticity-in-arts-relate,24 Oct 2019
"Bagiya, Y., Adefila, A., Aslam, F.","https://pureportal.coventry.ac.uk/en/persons/farzana-aslam,  https://pureportal.coventry.ac.uk/en/persons/yamuna-dass",STEM outreach activities: an approach to teachers' professional development,https://pureportal.coventry.ac.uk/en/publications/stem-outreach-activities-an-approach-to-teachers-professional-dev-3,29 May 2019
"Burgos, D., Wimpenny, K.",https://pureportal.coventry.ac.uk/en/persons/katherine-wimpenny,"The attrition factor: Student engagement and teacher commitment in online, intercultural Higher Education settings",https://pureportal.coventry.ac.uk/en/publications/the-attrition-factor-student-engagement-and-teacher-commitment-in,10 Sept 2019
"Empimano, V., Torrechilla, M., Tablazon, C., Jacobo, J.",https://pureportal.coventry.ac.uk/en/persons/jaya-jacobo,"The Bakla, The Agi: Our Genders Which Are Not One",https://pureportal.coventry.ac.uk/en/publications/the-bakla-the-agi-our-genders-which-are-not-one,Jul 2019
"Adefila, A., Trunk, A., Wimpenny, K., Dermol, V., Dewinter, A., Sirca, N. T.","https://pureportal.coventry.ac.uk/en/persons/katherine-wimpenny,  https://pureportal.coventry.ac.uk/en/persons/alun-dewinter",The JOVITAL Project: Capacity Building for Virtual Innovative Teaching and Learning in Jordan,https://pureportal.coventry.ac.uk/en/publications/the-jovital-project-capacity-building-for-virtual-innovative-teac,5 Dec 2019
"Wilson, C., Gakhal, S.",https://pureportal.coventry.ac.uk/en/persons/sandeep-gakhal,The problem is here and now – assessing current student attainment gaps to inform change to institutional student experience provision,https://pureportal.coventry.ac.uk/en/publications/the-problem-is-here-and-now-assessing-current-student-attainment-,13 Sept 2019
"Raissouni, I., Wimpenny, K., Cawston, J., Clouder, D., Selmaoui, K., Hdouch, Y.","https://pureportal.coventry.ac.uk/en/persons/deanne-clouder,  https://pureportal.coventry.ac.uk/en/persons/jacqueline-cawston-2,  https://pureportal.coventry.ac.uk/en/persons/katherine-wimpenny",The role of assistive technology in renegotiating the inclusion of students with disabilities in Higher Education in North Africa,https://pureportal.coventry.ac.uk/en/publications/the-role-of-assistive-technology-in-renegotiating-the-inclusion-o,Aug 2019
"Napitupulu, J., Ilchev, I., Osman, M., Sharif, H., Rawat, S., Okusanya, G., Johnson, E., Sterk, C., Kovalenkor, I., Davis, J., Alara, A., Oyeyipo, A., Magar, N., Adeola, D.",https://pureportal.coventry.ac.uk/en/persons/emmanuel-johnson,To Grow a Tree,https://pureportal.coventry.ac.uk/en/publications/to-grow-a-tree,1 Aug 2019
"Alsop, S., Gardner, S.","https://pureportal.coventry.ac.uk/en/persons/sian-alsop,  https://pureportal.coventry.ac.uk/en/persons/sheena-gardner",Understanding attainment disparity: A corpus-driven analysis of the language used in written feedback information to students of different backgrounds.,https://pureportal.coventry.ac.uk/en/publications/understanding-attainment-disparity-a-corpus-driven-analysis-of-th,26 Jan 2019
"Alsop, S., Gardner, S.","https://pureportal.coventry.ac.uk/en/persons/sian-alsop,  https://pureportal.coventry.ac.uk/en/persons/sheena-gardner",Understanding Attainment Disparity: The Case for a Corpus-Driven Analysis of the Language used in Written Feedback Information to Students of Different Backgrounds,https://pureportal.coventry.ac.uk/en/publications/understanding-attainment-disparity-the-case-for-a-corpus-driven-a,2019
"Morini, L.",https://pureportal.coventry.ac.uk/en/persons/luca-morini,Universities: increasingly stressful environments taking psychological toll – here’s what needs to change,https://pureportal.coventry.ac.uk/en/publications/universities-increasingly-stressful-environments-taking-psycholog,26 Mar 2019
"Alsop, S., Gardner, S.","https://pureportal.coventry.ac.uk/en/persons/sian-alsop,  https://pureportal.coventry.ac.uk/en/persons/sheena-gardner",What can corpus analysis tell us about attainment disparity? A pilot analysis of written feedback information to students from two faculties.,https://pureportal.coventry.ac.uk/en/publications/what-can-corpus-analysis-tell-us-about-attainment-disparity-a-pil,23 Jul 2019
"Ayesh, A., Hakouz, A., Said, R., Abu Hilal, A., Naimi, O., Mkhiemir, F., Holmes, S.",https://pureportal.coventry.ac.uk/en/persons/sylwia-holmes,“We now know how to learn” - Introducing student-centred teaching and learning in Jordan,https://pureportal.coventry.ac.uk/en/publications/we-now-know-how-to-learn-introducing-student-centred-teaching-and,2019
"Wilson, C., Broughan, C., Gakhal, S.",https://pureportal.coventry.ac.uk/en/persons/sandeep-gakhal,Achieving Excellence By Helping More Students To Get On – Trialling New Tools To Demonstrate What Works,https://pureportal.coventry.ac.uk/en/publications/achieving-excellence-by-helping-more-students-to-get-on-trialling,7 Dec 2018
"Johnson, E., Dewar, J., Okafor, U., Evans, A.","https://pureportal.coventry.ac.uk/en/persons/emmanuel-johnson,  https://pureportal.coventry.ac.uk/en/persons/ady-evans",Ady's interlude: On Lad Culture,https://pureportal.coventry.ac.uk/en/publications/adys-interlude-on-lad-culture,2018
"Brady, G., Brown, G., Fried, J., Crookes, R.","https://pureportal.coventry.ac.uk/en/persons/geraldine-brown,  https://pureportal.coventry.ac.uk/en/persons/jana-fried","An evaluation of Unlocking Nature, Greening the prison environment: Unlocking Nature",https://pureportal.coventry.ac.uk/en/publications/an-evaluation-of-unlocking-nature-greening-the-prison-environment,Dec 2018
"Burgos, D., Villar-Onrubia, D., Nascimbeni, F., Wimpenny, K.",https://pureportal.coventry.ac.uk/en/persons/katherine-wimpenny,A new approach to digital competence building for university educators in Europe,https://pureportal.coventry.ac.uk/en/publications/a-new-approach-to-digital-competence-building-for-university-educ,28 Feb 2018
"Burgos, D., Villar-Onrubia, D., Nascimbeni, F., Wimpenny, K.",https://pureportal.coventry.ac.uk/en/persons/katherine-wimpenny,A New Approach to Digital Competence Building for University Educators in Europe,https://pureportal.coventry.ac.uk/en/publications/a-new-approach-to-digital-competence-building-for-university-educ-2,2018
"Vidal-Hall, C., Passingham, A., Holmes, S.",https://pureportal.coventry.ac.uk/en/persons/sylwia-holmes,"An investigation into how to assess the quality of education through curriculum intent, implementation and impact",https://pureportal.coventry.ac.uk/en/publications/an-investigation-into-how-to-assess-the-quality-of-education-thro,2018
"Clarke, S., Mohamad, F., Morini, L., Phoa, J., Beaufoy, J., Arnab, S., Lim, T., Minoi, J. L.","https://pureportal.coventry.ac.uk/en/persons/sylvester-arnab,  https://pureportal.coventry.ac.uk/en/persons/luca-morini,  https://pureportal.coventry.ac.uk/en/persons/samantha-clarke",Case study: Game design thinking as a strategy for community engagement in a rural indigenous village,https://pureportal.coventry.ac.uk/en/publications/case-study-game-design-thinking-as-a-strategy-for-community-engag,1 Jan 2018
"Mohamad, F., Morini, L., Romero, M., De Smet, C., Arnab, S., Minoi, J. L., Abdelouma, S.","https://pureportal.coventry.ac.uk/en/persons/sylvester-arnab,  https://pureportal.coventry.ac.uk/en/persons/luca-morini",Co-creativity assessment in the process of game creation,https://pureportal.coventry.ac.uk/en/publications/co-creativity-assessment-in-the-process-of-game-creation,1 Jan 2018
"Helen, J., Wimpenny, K.",https://pureportal.coventry.ac.uk/en/persons/katherine-wimpenny,"Collaborative Poetics Network: A Pilot Study Exploring the Potential of Collaborative, Arts-based Research",https://pureportal.coventry.ac.uk/en/publications/collaborative-poetics-network-a-pilot-study-exploring-the-potenti,9 Feb 2018
"Morini, L., Arnab, S., Mohamad, F., Lynn, J.","https://pureportal.coventry.ac.uk/en/persons/luca-morini,  https://pureportal.coventry.ac.uk/en/persons/sylvester-arnab","Engaging primary schools in rural Malaysia with Game-Based Learning: Culture, Pedagogy, Technology",https://pureportal.coventry.ac.uk/en/publications/engaging-primary-schools-in-rural-malaysia-with-game-based-learni,2018
"Maya, I., Burgos, D., Wimpenny, K., Nascimbeni, F., Aceto, S., Eldieb, A., Stefanelli, C.",https://pureportal.coventry.ac.uk/en/persons/katherine-wimpenny,Exploring multicultural e-learning through a blended course across the Mediterranean,https://pureportal.coventry.ac.uk/en/publications/exploring-multicultural-e-learning-through-a-blended-course-acros,23 Feb 2018
"Berrada, K., Burgos, D., Wimpenny, K., Nascimbeni, F., Almakari, A., Jariego, I., Villar-Onrubia, D.",https://pureportal.coventry.ac.uk/en/persons/katherine-wimpenny,Facilitators' Perspectives as Mediators of the Local Learning Circles of the OpenMed Open Course,https://pureportal.coventry.ac.uk/en/publications/facilitators-perspectives-as-mediators-of-the-local-learning-circ,10 Jan 2018
"Alkali, M., Johnson, E., Silitonga, S.","https://pureportal.coventry.ac.uk/en/persons/emmanuel-johnson,  https://pureportal.coventry.ac.uk/en/persons/mabel-alkali",Hong Kong New Wave Reflection,https://pureportal.coventry.ac.uk/en/publications/hong-kong-new-wave-reflection,2018
"Gao, H. J., Qian, Y., Anussornrajkit, C., Johnson, E., Yang, T., Zhang, Y., Silitonga, S.",https://pureportal.coventry.ac.uk/en/persons/emmanuel-johnson,Identity (Hong Kong New Wave Short Film),https://pureportal.coventry.ac.uk/en/publications/identity-hong-kong-new-wave-short-film,2018
"Johnson, E., Silitonga, S.",https://pureportal.coventry.ac.uk/en/persons/emmanuel-johnson,Identity (Hong Kong New Wave Short Film): Director's Commentary,https://pureportal.coventry.ac.uk/en/publications/identity-hong-kong-new-wave-short-film-directors-commentary,2018
"Adefila, A., DeWinter, A., Wimpenny, K.","https://pureportal.coventry.ac.uk/en/persons/katherine-wimpenny,  https://pureportal.coventry.ac.uk/en/persons/alun-dewinter","Jordan Opportunity for Virtual Innovative Teaching and Learning: A Needs Analysis Report Contextualising the State of the Art in International Online Teaching and Learning, with Particular Attention to the Jordanian Case",https://pureportal.coventry.ac.uk/en/publications/jordan-opportunity-for-virtual-innovative-teaching-and-learning-a,13 Dec 2018
"Berrada, K., Burgos, D., Wimpenny, K., Alkamari, A., Nascimbeni, F., Stefanelli, C.",https://pureportal.coventry.ac.uk/en/persons/katherine-wimpenny,Lessons learnt from the collaborative creation and piloting of a course in Open Education for the South Mediterranean region,https://pureportal.coventry.ac.uk/en/publications/lessons-learnt-from-the-collaborative-creation-and-piloting-of-a-,22 Feb 2018
"Crawford, M.",https://pureportal.coventry.ac.uk/en/persons/megan-crawford,Methodological issues in researching maladministration,https://pureportal.coventry.ac.uk/en/publications/methodological-issues-in-researching-maladministration,1 Apr 2018
"Hakouz, A., Pachler, N., Mkhiemir, F., Holmes, S.",https://pureportal.coventry.ac.uk/en/persons/sylwia-holmes,Monitoring and evaluation of the TEPD – 2018 annual report,https://pureportal.coventry.ac.uk/en/publications/monitoring-and-evaluation-of-the-tepd-2018-annual-report,2018
"Lewis, S., Morris, S., Holmes, S.",https://pureportal.coventry.ac.uk/en/persons/sylwia-holmes,"Obesity, healthy eating and physical activity in primary schools",https://pureportal.coventry.ac.uk/en/publications/obesity-healthy-eating-and-physical-activity-in-primary-schools,2018
